4. July 2017 | 22:10:18 | - SpectateHack = 1
4. July 2017 | 22:10:19 | - Blacklist = 1
4. July 2017 | 22:10:19 | - IpBans = 1
4. July 2017 | 22:10:19 | - TempBans = 1
4. July 2017 | 22:10:19 | - SpawnKill = 3
4. July 2017 | 22:10:19 | - CapsLock = 0
4. July 2017 | 22:10:19 | - 3DSpeed = 0
4. July 2017 | 22:10:19 | - MaxSpeed = 230
4. July 2017 | 22:10:19 | - AdminImmunity = 1
4. July 2017 | 22:10:19 | - Advertisement = 0
4. July 2017 | 22:10:19 | - FreezeUpdate = 0
4. July 2017 | 22:10:19 | - SpawnTime = 10
4. July 2017 | 22:10:19 | - CheckpointTeleport = 1
4. July 2017 | 22:10:19 | - Airbrake = 150
4. July 2017 | 22:10:19 | - TankMode = 1
4. July 2017 | 22:10:19 | - WarnPlayers = 0
4. July 2017 | 22:10:19 | - SingleplayerCheats = 1
4. July 2017 | 22:10:19 | - MinFPS = 0
4. July 2017 | 22:10:19 | - DisableBadWeapons = 1
4. July 2017 | 22:10:19 | - CBug = 16
4. July 2017 | 22:10:19 | - AntiBugKill = 1
4. July 2017 | 22:10:19 | - NoReload = 0
4. July 2017 | 22:10:19 | - NoReloadForSawnOff = 0
4. July 2017 | 22:10:19 | - ActiveGMC = 2
4. July 2017 | 22:10:19 | - GMCBan = 0
4. July 2017 | 22:10:19 | - ServerSideHealth = 1
4. July 2017 | 22:10:19 | - CheckVMPos = 0
4. July 2017 | 22:10:19 | - QuickTurn = 0
4. July 2017 | 22:10:19 | - VehicleTeleport = 1
4. July 2017 | 22:10:19 | - Wallride = 170
4. July 2017 | 22:10:19 | - DisplayTextDraw = 1
4. July 2017 | 22:10:19 | - AFK = 0
4. July 2017 | 22:10:19 | - PickupTeleport = 1
4. July 2017 | 22:10:19 | - FlyHack = 40
4. July 2017 | 22:10:19 | - JunkBusterChrome = 1
4. July 2017 | 22:10:19 | - CheckWalkAnims = 1
4. July 2017 | 22:10:19 | - ReportMoneyHack = 1
4. July 2017 | 22:10:19 | - SpeedhackAdvanced = 20
4. July 2017 | 22:10:19 | - Joypad = 0
4. July 2017 | 22:10:19 | - ArmedVehicles = 0
4. July 2017 | 22:10:19 | - VehicleRepair = 2
4. July 2017 | 22:10:19 | - TuningHack = 1
4. July 2017 | 22:10:19 | - PayForGuns = 0
4. July 2017 | 22:10:19 | - SpawnVehicles = 2
4. July 2017 | 22:10:19 | - MaxTotalWarnings = 15
4. July 2017 | 22:10:19 | - TooManyWarningsAction = 1
4. July 2017 | 22:10:19 | - AirbrakeDetection = 1
4. July 2017 | 22:10:19 | - SpeedhackDetection = 0
4. July 2017 | 22:10:19 | 0 IP-bans have been loaded.
4. July 2017 | 22:10:19 | 0 temporary bans have been loaded.
4. July 2017 | 22:10:19 | 0 whitelist entries have been loaded.
4. July 2017 | 22:10:19 | 5 blacklist entries have been loaded.
4. July 2017 | 22:10:19 | 41 bad words have been loaded.
4. July 2017 | 22:10:19 | 4 forbidden weapons have been loaded.
4. July 2017 | 22:10:19 | JunkBuster has been configurated.
4. July 2017 | 22:10:19 | JunkBuster (v11) has successfully been loaded.
4. July 2017 | 22:10:22 | Loading JunkBuster...
4. July 2017 | 22:10:22 | Current JunkBuster configuration: 
4. July 2017 | 22:10:22 | - WeaponHack = 1
4. July 2017 | 22:10:22 | - MoneyHack = 1
4. July 2017 | 22:10:22 | - Jetpack = 0
4. July 2017 | 22:10:22 | - HealthHack = 1
4. July 2017 | 22:10:22 | - ArmourHack = 1
4. July 2017 | 22:10:22 | - DriveBy = 3
4. July 2017 | 22:10:22 | - Spam = 1
4. July 2017 | 22:10:22 | - CommandSpam = 0
4. July 2017 | 22:10:22 | - BadWords = 1
4. July 2017 | 22:10:22 | - CarJackHack = 1
4. July 2017 | 22:10:22 | - TeleportHack = 1
4. July 2017 | 22:10:22 | - MaxPing = 1000
4. July 2017 | 22:10:22 | - SpectateHack = 1
4. July 2017 | 22:10:22 | - Blacklist = 1
4. July 2017 | 22:10:22 | - IpBans = 1
4. July 2017 | 22:10:22 | - TempBans = 1
4. July 2017 | 22:10:22 | - SpawnKill = 3
4. July 2017 | 22:10:22 | - CapsLock = 0
4. July 2017 | 22:10:22 | - 3DSpeed = 0
4. July 2017 | 22:10:22 | - MaxSpeed = 230
4. July 2017 | 22:10:22 | - AdminImmunity = 1
4. July 2017 | 22:10:22 | - Advertisement = 0
4. July 2017 | 22:10:22 | - FreezeUpdate = 0
4. July 2017 | 22:10:22 | - SpawnTime = 10
4. July 2017 | 22:10:22 | - CheckpointTeleport = 1
4. July 2017 | 22:10:22 | - Airbrake = 150
4. July 2017 | 22:10:22 | - TankMode = 1
4. July 2017 | 22:10:22 | - WarnPlayers = 0
4. July 2017 | 22:10:22 | - SingleplayerCheats = 1
4. July 2017 | 22:10:22 | - MinFPS = 0
4. July 2017 | 22:10:22 | - DisableBadWeapons = 1
4. July 2017 | 22:10:22 | - CBug = 16
4. July 2017 | 22:10:22 | - AntiBugKill = 1
4. July 2017 | 22:10:22 | - NoReload = 0
4. July 2017 | 22:10:22 | - NoReloadForSawnOff = 0
4. July 2017 | 22:10:22 | - ActiveGMC = 2
4. July 2017 | 22:10:22 | - GMCBan = 0
4. July 2017 | 22:10:22 | - ServerSideHealth = 1
4. July 2017 | 22:10:22 | - CheckVMPos = 0
4. July 2017 | 22:10:22 | - QuickTurn = 0
4. July 2017 | 22:10:22 | - VehicleTeleport = 1
4. July 2017 | 22:10:22 | - Wallride = 170
4. July 2017 | 22:10:22 | - DisplayTextDraw = 1
4. July 2017 | 22:10:22 | - AFK = 0
4. July 2017 | 22:10:22 | - PickupTeleport = 1
4. July 2017 | 22:10:22 | - FlyHack = 40
4. July 2017 | 22:10:22 | - JunkBusterChrome = 1
4. July 2017 | 22:10:22 | - CheckWalkAnims = 1
4. July 2017 | 22:10:22 | - ReportMoneyHack = 1
4. July 2017 | 22:10:22 | - SpeedhackAdvanced = 20
4. July 2017 | 22:10:22 | - Joypad = 0
4. July 2017 | 22:10:22 | - ArmedVehicles = 0
4. July 2017 | 22:10:22 | - VehicleRepair = 2
4. July 2017 | 22:10:22 | - TuningHack = 1
4. July 2017 | 22:10:22 | - PayForGuns = 0
4. July 2017 | 22:10:22 | - SpawnVehicles = 2
4. July 2017 | 22:10:22 | - MaxTotalWarnings = 15
4. July 2017 | 22:10:22 | - TooManyWarningsAction = 1
4. July 2017 | 22:10:22 | - AirbrakeDetection = 1
4. July 2017 | 22:10:22 | - SpeedhackDetection = 0
4. July 2017 | 22:10:22 | 0 IP-bans have been loaded.
4. July 2017 | 22:10:22 | 0 temporary bans have been loaded.
4. July 2017 | 22:10:22 | 0 whitelist entries have been loaded.
4. July 2017 | 22:10:22 | 5 blacklist entries have been loaded.
4. July 2017 | 22:10:22 | 41 bad words have been loaded.
4. July 2017 | 22:10:22 | 4 forbidden weapons have been loaded.
4. July 2017 | 22:10:22 | JunkBuster has been configurated.
4. July 2017 | 22:10:22 | JunkBuster (v11) has successfully been loaded.
4. July 2017 | 22:10:48 | Executing JunkBuster Chrome for player 'Prokopovic'.
5. July 2017 | 00:48:09 | Loading JunkBuster...
5. July 2017 | 00:48:09 | Current JunkBuster configuration: 
5. July 2017 | 00:48:09 | - WeaponHack = 1
5. July 2017 | 00:48:09 | - MoneyHack = 1
5. July 2017 | 00:48:09 | - Jetpack = 0
5. July 2017 | 00:48:09 | - HealthHack = 1
5. July 2017 | 00:48:09 | - ArmourHack = 1
5. July 2017 | 00:48:09 | - DriveBy = 3
5. July 2017 | 00:48:09 | - Spam = 1
5. July 2017 | 00:48:09 | - CommandSpam = 0
5. July 2017 | 00:48:09 | - BadWords = 1
5. July 2017 | 00:48:09 | - CarJackHack = 1
5. July 2017 | 00:48:09 | - TeleportHack = 1
5. July 2017 | 00:48:09 | - MaxPing = 1000
5. July 2017 | 00:48:09 | - SpectateHack = 1
5. July 2017 | 00:48:09 | - Blacklist = 1
5. July 2017 | 00:48:09 | - IpBans = 1
5. July 2017 | 00:48:09 | - TempBans = 1
5. July 2017 | 00:48:09 | - SpawnKill = 3
5. July 2017 | 00:48:09 | - CapsLock = 0
